LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000941543-0001-0,REYNALDO LUNA,LINDA'S MARKET,4117 N MISSION ROAD,LOS ANGELES,90032-2515,4117 MISSION 90032-2515,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,10/31/1998,,"(34.0767, -118.1946)"
0000178218-0052-8,RALPHS GROCERY CO,RALPHS GROCERY CO #289,5601 WILSHIRE BLVD,LOS ANGELES,90036-3701,5601 WILSHIRE 90036-3701,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),4,11/17/1994,,"(34.0624, -118.3504)"
0002851515-0001-8,IRENE GOMEZ,LUPITA'S MINI MARKET,859 N VIRGIL AVENUE,LOS ANGELES,90029-2981,859 VIRGIL 90029-2981,2503 W 4TH STREET APT #9,LOS ANGELES,90057-1842,445100,Grocery stores (including supermarkets & convenience stores without gas),13,07/01/2015,,"(34.0868, -118.2868)"
0002512398-0001-0,BRIGENE & CO,JK MARKET,6333 S BROADWAY,LOS ANGELES,90003-1431,6333 BROADWAY 90003-1431,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/02/2010,,"(33.9817, -118.2782)"
0000271675-0001-9,JOSE RAMIREZ,RAMIREZ MARKET,856 E 51ST STREET,LOS ANGELES,90011-4114,856 51ST 90011-4114,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,11/01/2000,,"(33.9965, -118.2601)"
0002525220-0001-8,CAROLINA PORTILLO/MARIO PORTILLO,MI OAXACA MARKET,3824 BEVERLY BLVD,LOS ANGELES,90004-3405,3824 BEVERLY 90004-3405,517 N NEW HAMPSHIRE AVENUE,LOS ANGELES,90004-2111,445100,Grocery stores (including supermarkets & convenience stores without gas),13,10/13/2010,,"(34.0763, -118.2929)"
0003050162-0001-3,SKYS GOURMET MARKETPLACE,SKYS GOURMET TACOS,5303 W PICO BLVD,LOS ANGELES,90019-4035,5303 PICO 90019-4035,5303 W PICO BLVD,LOS ANGELES,90019-4035,445100,Grocery stores (including supermarkets & convenience stores without gas),10,04/25/2018,,"(34.0486, -118.3539)"
0002375368-0001-8,ZIAD SAAD,LA BODEGA MARKET #3,2715 S WESTERN AVENUE SUITE #D,LOS ANGELES,90018-3031,2715 WESTERN 90018-3031,2715 S WESTERN AVENUE SUITE #D,LOS ANGELES,90018-3031,445100,Grocery stores (including supermarkets & convenience stores without gas),8,07/01/2008,,"(34.0307, -118.3089)"
0002285040-0001-1,FIRST LCH CORP,SUPER DOLLAR #6,2220 S CENTRAL AVENUE,LOS ANGELES,90011-1239,2220 CENTRAL 90011-1239,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,10/25/2007,,"(34.0211, -118.2535)"
0003058286-0001-5,DAILY TUN INC,,9502   ANZAC AVENUE,LOS ANGELES,90002-2517,9502 ANZAC 90002-2517,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),15,04/26/2018,,"(33.9504, -118.2372)"
0002605110-0001-9,LUCSOL DISCOUNT STORE INC,,502 E MANCHESTER AVENUE,LOS ANGELES,90003-3525,502 MANCHESTER 90003-3525,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,03/01/2012,,"(33.96, -118.2664)"
0003033829-0001-7,SIDNEY WATKINS,KING CARIBBEAN MINI MARKET,4809 S WESTERN AVENUE,LOS ANGELES,90062-2325,4809 WESTERN 90062-2325,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,02/15/2018,,"(33.9999, -118.309)"
0002087138-0003-1,NORTHGATE GONZALEZ LLC,NORTHGATE MARKET # 37,425 S SOTO STREET,LOS ANGELES,90033-4315,425 SOTO 90033-4315,1201 N MAGNOLIA AVENUE,ANAHEIM,92801-2609,445100,Grocery stores (including supermarkets & convenience stores without gas),14,09/18/2012,,"(34.0401, -118.212)"
0000178218-0037-4,RALPHS GROCERY CO,RALPHS GROCERY CO #209,8825 S SEPULVEDA BLVD,LOS ANGELES,90045-4809,8825 SEPULVEDA 90045-4809,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),11,08/15/1988,,"(33.957, -118.3962)"
0000471948-0001-7,TIN BO CO INC,TIN BO CO,841 N BROADWAY,LOS ANGELES,90012-2309,841 BROADWAY 90012-2309,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,06/20/1997,,"(34.0632, -118.2378)"
0000077915-0001-4,MENGIS TESFALDET,H V M MARKET | HVM MARKET,801 W VERNON AVENUE,LOS ANGELES,90037-3023,801 VERNON 90037-3023,801 W VERNON AVENUE,LOS ANGELES,90037-3023,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/01/2003,,"(34.0037, -118.2871)"
0000187416-0001-0,FOOD INDUSTRIES INT'L INC,SEAFOOD RANCH MARKET,3756 W AVENUE 40 #N,LOS ANGELES,90065-3665,3756 AVENUE 40 90065-3665,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,09/01/2000,,"(34.1194, -118.228)"
0003120416-0001-4,GENESIS MARKET INC,,3807 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90063-1804,3807 CESAR E CHAVEZ 90063-1804,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),0,02/14/2018,,"(34.0406, -118.1844)"
0003071214-0001-2,J & A BARGAIN,A & A SHINE BARGAIN,735 S VERMONT AVENUE,LOS ANGELES,90005-1518,735 VERMONT 90005-1518,735 S VERMONT AVENUE,LOS ANGELES,90005-1518,445100,Grocery stores (including supermarkets & convenience stores without gas),10,07/01/2018,,"(34.0587, -118.292)"
0000210285-0013-8,MRS GOOCHS NATURAL FOOD MARKETS INC,WHOLE FOODS MARKET,12746 W JEFFERSON BLVD,LOS ANGELES,90066-7032,12746 JEFFERSON 90066-7032,POST OFFICE BOX #684786,AUSTIN,78768-4786,445100,Grocery stores (including supermarkets & convenience stores without gas),11,06/17/2015,,"(33.9775, -118.4174)"
0003033020-0001-1,JUAN IGNACIO ALVAREZ PASTOR,ANITAS MINI MART,11228   WILMINGTON AVENUE,LOS ANGELES,90059-1246,11228 WILMINGTON 90059-1246,155 E 55TH STREET,LOS ANGELES,90011-5121,445100,Grocery stores (including supermarkets & convenience stores without gas),15,02/13/2018,,"(33.9326, -118.2388)"
0000654930-0001-7,CHANG CHOI/JI YEON CHOI/SAMUEL LIM/JEANNIE LIM,EL RANCHO GROCERY MARKET,960 VINE STREET,LOS ANGELES,90038-2714,960 VINE 90038-2714,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,04/15/2002,,"(34.0882, -118.3266)"
0000349598-0001-6,TAE K/YUNG HI JUNG,JOES MARKET,8874 CADILLAC AVENUE,LOS ANGELES,90034-2002,8874 CADILLAC 90034-2002,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,06/25/1981,,"(34.0401, -118.3842)"
0002656855-0001-2,MARIA L RODAS VELASCO,MINI MARKET LA BENDICION,4824 S WESTERN AVENUE,LOS ANGELES,90062-2324,4824 WESTERN 90062-2324,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,01/25/2013,,"(33.9994, -118.3089)"
0002787896-0001-3,OLGA A XULA DIAZ,ALFARO'S MINI MART,1288 W SUNSET BLVD FRONT,LOS ANGELES,90026-4423,1288 SUNSET 90026-4423,1288 W SUNSET BLVD FRONT,LOS ANGELES,90026-4423,445100,Grocery stores (including supermarkets & convenience stores without gas),1,11/21/2014,,"(34.0709, -118.2505)"
0000420103-0001-5,JOEL BERNAL,MERCADO GARIBALDI,4212 S CENTRAL AVENUE,LOS ANGELES,90011-3002,4212 CENTRAL 90011-3002,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,04/05/2001,,"(34.0073, -118.2565)"
0003100230-0001-5,JOSE HUMBERTO ROBLES,CRYSTAL WATER & ICE,8319 S MAIN STREET   SUITE #106,LOS ANGELES,90003-2917,8319 MAIN 90003-2917,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,02/01/2012,,"(33.9635, -118.2743)"
0002405422-0001-5,GEORGE CHACKO,TEITAS MARKET,4813 S MAIN STREET,LOS ANGELES,90037-3218,4813 MAIN 90037-3218,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,11/04/2008,,"(33.999, -118.2739)"
0002370523-0001-1,YOSEPH TESFALIDET,REDONDO MARKET,5156 W WASHINGTON BLVD,LOS ANGELES,90016-1308,5156 WASHINGTON 90016-1308,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,08/13/2008,,"(34.0411, -118.3526)"
0000563487-0001-0,YONG KIL KIM,A & A LIQUOR,6709 S NORMANDIE AVENUE,LOS ANGELES,90044-2568,6709 NORMANDIE 90044-2521,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,03/20/1996,,"(33.9784, -118.3002)"
0000114476-0001-5,MIGUEL BERNAL,EL PRINSIPIO MARKET,2630 MAPLE AVENUE,LOS ANGELES,90011-1432,2630 MAPLE 90011-1432,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,08/05/1977,,"(34.0231, -118.2656)"
0002541439-0001-2,ALFREDO BARTOLO MANRIQUEZ GOMEZ,MANRIQUEZ MINI MARKET,7614 S SAN PEDRO STREET,LOS ANGELES,90003-2349,7614 SAN PEDRO 90003-2349,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,02/03/2011,,"(33.971, -118.2695)"
0003085945-0001-1,WEST ADAMS PETROLEUM INC,7-ELEVEN STORE 39807A,1691 W ADAMS BLVD,LOS ANGELES,90007-1533,1691 ADAMS 90007-1533,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),8,03/07/2019,,"(34.0329, -118.2986)"
0000178218-0026-9,RALPHS GROCERY CO,RALPHS GROCERY CO #32,3410 W 3RD STREET,LOS ANGELES,90020-1622,3410 3RD 90020-1622,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),13,08/15/1988,,"(34.069, -118.2893)"
0002203233-0001-1,KASHMAN INC,7-ELEVEN,4930 W PICO BLVD,LOS ANGELES,90019-4228,4930 PICO 90019-4228,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,12/15/2006,,"(34.0479, -118.3441)"
0002640772-0001-8,LOVE TO DREAM INC,NEW YORK MARKET & DELI,9300 S SAN PEDRO STREET,LOS ANGELES,90003-3845,9300 SAN PEDRO 90003-3845,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,11/01/2012,,"(33.9519, -118.2695)"
0003006587-0001-8,CHANDER YAMINI KEWAL SINGH SAT SIMRAN SINGH DAYA KARAN SINGH,METRO MARKET,2301 W PICO BLVD,LOS ANGELES,90006-4001,2301 PICO 90006-4001,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,09/12/2017,,"(34.0475, -118.2868)"
0002490593-0001-4,NAY PHE,EL MERCADITO MARKET,2700 POMEROY AVENUE,LOS ANGELES,90033-2037,2700 POMEROY 90033-2037,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,02/01/2010,,"(34.0533, -118.1976)"
0002650934-0001-5,YOUNG SUG YOON,D C MART,511 E OLYMPIC BLVD,LOS ANGELES,90015-1807,511 OLYMPIC 90015-1807,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/01/2013,,"(34.0375, -118.2529)"
0000767429-0001-7,SOCORRO TENORIO SANCHEZ,ALONDRA MINI MARKET,3765 S WESTERN AVENUE,LOS ANGELES,90018-4436,3765 WESTERN 90018-4436,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,04/01/1998,,"(34.0187, -118.3089)"
0000858464-0001-5,PAULA PEREZ,LA MORENA BAKERY,2106 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-1823,2106 CESAR E CHAVEZ 90033-1823,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/01/1970,,"(34.0483, -118.2112)"
0000003004-0003-5,SUPER A FOODS INC,SUPER A FOODS,5250 YORK BLVD,LOS ANGELES,90042-1744,5250 YORK 90042-1744,7200 DOMINION CIRCLE,COMMERCE,90040-3647,445100,Grocery stores (including supermarkets & convenience stores without gas),14,07/29/1999,,"(34.1204, -118.2015)"
0000239108-0001-9,MICHEL KHALIL,BILLS LIQUOR,3150 GLENDALE BLVD,LOS ANGELES,90039-1830,3150 GLENDALE 90039-1830,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,05/01/1978,,"(34.1168, -118.2618)"
0002830104-0001-7,8503 MINI MART INC,MINI MART,8503 VENICE BLVD,LOS ANGELES,90034-2548,8503 VENICE 90034-2548,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,06/01/2015,,"(34.0352, -118.3779)"
0002536844-0001-6,ERMIAS ARAYA,VENICE MARKET,1339 VENICE BLVD,LOS ANGELES,90006-5519,1339 VENICE 90006-5519,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,01/05/2011,,"(34.0432, -118.2829)"
0000468080-0002-4,CHAN HUI YIM,PLAZA MARKET,106 W MANCHESTER AVENUE UNIT #D,LOS ANGELES,90003-3300,106 MANCHESTER 90003-3300,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,01/10/2012,,"(33.96, -118.2739)"
0000751671-0001-5,SANDRA PATRICIA VEGA,PANADERIA GUATEMALA,4701 S NORMANDIE AVENUE,LOS ANGELES,90037-2854,4701 NORMANDIE 90037-2854,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,01/01/1998,,"(34.001, -118.3001)"
0000536350-0001-1,PEKING POULTRY INC,,717 N BROADWAY,LOS ANGELES,90012-6115,717 BROADWAY 90012-6115,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,12/01/2001,,"(34.0606, -118.2391)"
0000796051-0011-8,THE VONS COMPANIES INC,VONS $4021,6571 W 80TH STREET,LOS ANGELES,90045-1126,6571 80TH 90045-1126,POST OFFICE BOX #29096,PHOENIX,85038-9096,445100,Grocery stores (including supermarkets & convenience stores without gas),11,01/01/1982,,"(33.9689, -118.4056)"
0000843923-0001-4,AMERICAN PERSONNEL SERVICES INC,CHEVRON STATIONS INC #1864,4000 S FIGUEROA STREET,LOS ANGELES,90037-2002,4000 FIGUEROA 90037-2002,POST OFFICE BOX #2292,BREA,92822-2292,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/01/1998,,"(34.0111, -118.2827)"
0003057178-0001-5,JACKSON K. EHAD CORPORATION,HANK'S MINI MARKET,3301 W FLORENCE AVENUE,LOS ANGELES,90043-4705,3301 FLORENCE 90043-4705,3301 W FLORENCE AVENUE,LOS ANGELES,90043-4705,445100,Grocery stores (including supermarkets & convenience stores without gas),8,07/01/2018,,"(33.9749, -118.3296)"
0003085564-0001-1,5003 YORK BLVD INC,SIP-SNACK,5003   YORK BLVD,LOS ANGELES,90042-1713,5003 YORK 90042,5003   YORK BLVD,LOS ANGELES,90042-1713,445100,Grocery stores (including supermarkets & convenience stores without gas),14,11/15/2018,,"(34.1216, -118.2068)"
0002105634-0001-8,"SK MARKET, INC.",ADVANCE FOOD MARKET,5469 W ADAMS BLVD,LOS ANGELES,90016-2639,5469 ADAMS 90016-2639,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,05/01/2006,,"(34.0324, -118.362)"
0003066402-0001-6,ARTEMISA VAZQUEZ,CASA LATINO XPRESS,5019 S BROADWAY,LOS ANGELES,90037-3213,5019 BROADWAY 90037-3213,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/26/2018,,"(33.9968, -118.2787)"
0000121916-0001-9,BEACHWOOD MARKET INC,BEACHWOOD MARKET,2701 BELDEN DRIVE,LOS ANGELES,90068-1927,2701 BELDEN 90068-1927,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),4,01/01/1949,,"(34.1202, -118.3214)"
0000782473-0001-4,GROCERYWORKS.COM OPERATING CO,,3461 W 3RD STREET,LOS ANGELES,90020-1604,3461 3RD 90020-1604,POST OFFICE BOX #29096,PHOENIX,85038-9096,445100,Grocery stores (including supermarkets & convenience stores without gas),13,01/01/2004,,"(34.069, -118.2903)"
0000168787-0001-9,DSG & GURNAM ENTERPRISES INC,PALM TREE LIQUOR,10425   VENICE BLVD,LOS ANGELES,90034-6410,10425 VENICE 90034-6410,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,09/19/1995,,"(34.0202, -118.4046)"
0002755446-0001-9,SOOK Y NAM,LINCOLN PARK MARKET,3733 N MISSION ROAD,LOS ANGELES,90031-3158,3733 MISSION 90031-3158,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,06/09/2014,,"(34.069, -118.2003)"
0002518711-0001-5,SOONG JUNG KIM,SUE'S MARKET,1428 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-2301,1428 CESAR E CHAVEZ 90033-2301,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/30/2010,,"(34.0526, -118.2209)"
0003107470-0001-7,TM VERMONT INC,TAMBULI SEAFOOD MARKET,627 N VERMONT AVENUE,LOS ANGELES,90004-2116,627 VERMONT 90004-2116,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,07/16/2018,,"(34.0827, -118.2921)"
0000178218-0018-8,RALPHS GROCERY CO,FOOD 4 LESS #370,4910 HUNTINGTON DRIVE S,LOS ANGELES,90032-1662,4910 HUNTINGTON 90032-1662,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/23/1982,,"(34.0868, -118.1765)"
0000658394-0001-7,LARRY & MARVIN & RONALD LEE,HONG SANG LUNG CO,930 CHUNG KING ROAD,LOS ANGELES,90012-1711,930 CHUNG KING 90012-1711,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,01/01/1963,,"(34.0658, -118.2386)"
0002035201-0001-4,KIM & BYEON CORPORATION,BODEGA MARKET,4557 S CENTINELA AVENUE,LOS ANGELES,90066-6249,4557 CENTINELA 90066-6249,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),11,04/20/2005,,"(33.9918, -118.422)"
0003075139-0001-3,JIKU BARUA,LIVING WATER,1130 S WESTERN AVENUE,LOS ANGELES,90006-2315,1130 WESTERN 90006-2315,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,09/12/2018,,"(34.0499, -118.3089)"
0002793529-0001-4,HEDGUIN RENE GARCIA / JUAN JOSE DIAZ-PADILLA,TERMINAL MARKET,1725 E 7TH STREET   #F,LOS ANGELES,90021-1201,1725 7TH 90021-1201,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/01/2015,,"(34.0351, -118.2353)"
0002619915-0001-2,SAMUEL MACIAS NERI,T & H MINI MART,1990 W JEFFERSON BLVD,LOS ANGELES,90018-3416,1990 JEFFERSON 90018-3416,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,05/22/2012,,"(34.0255, -118.3146)"
0002664095-0001-3,KAMIL DANIELVARDEH,LOCAL MARKET,6687 SANTA MONICA BLVD,LOS ANGELES,90038-1311,6687 SANTA MONICA 90038-1311,3821 LA CRESCENTA AVENUE,LA CRESCENTA,91214-3931,445100,Grocery stores (including supermarkets & convenience stores without gas),4,02/25/2013,,"(34.0907, -118.336)"
0000178218-0071-4,RALPHS GROCERY CO,FOOD 4 LESS #777,1820 W SLAUSON AVENUE,LOS ANGELES,90047-1126,1820 SLAUSON 90047-1126,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100,Grocery stores (including supermarkets & convenience stores without gas),8,07/24/2001,,"(33.9891, -118.3115)"
0000291939-0001-0,HUGO A PEREZ,,11200 WILMINGTON AVENUE,LOS ANGELES,90059-1246,11200 WILMINGTON 90059-1246,POST OFFICE BOX #1296,SOUTH GATE,90280-1296,445100,Grocery stores (including supermarkets & convenience stores without gas),15,10/28/1999,,"(33.9334, -118.239)"
0000623171-0001-4,MOSTAFA AZIM & TULIKA AICH,HOLLYWOOD BAZAAR,6701 HOLLYWOOD BLVD,LOS ANGELES,90028-4604,6701 HOLLYWOOD 90028-4604,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,11/28/1997,,"(34.1015, -118.3361)"
0003101219-0001-6,MELIDA P RECINOS MARTINEZ,,915 S CARONDELET STREET   APT #308,LOS ANGELES,90006-1999,915 CARONDELET 90006,915 S CARONDELET STREET   APT #308,LOS ANGELES,90006-1999,445100,Grocery stores (including supermarkets & convenience stores without gas),1,02/05/2019,,"(34.0549, -118.2836)"
0002456504-0001-4,TORREZ ENTERPRISE INC,MI BARRIO MARKET,2432 E 1ST STREET,LOS ANGELES,90033-3502,2432 1ST 90033-3502,POST OFFICE BOX #30,WHITTIER,90608-0030,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/04/2009,,"(34.0432, -118.2087)"
0002482416-0001-9,EUNICE Y WHANG,GUADALAJARA MARKET,1103 S LORENA STREET,LOS ANGELES,90023-2914,1103 LORENA 90023-2914,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,01/29/2010,,"(34.0238, -118.2034)"
0002198765-0001-1,GUERRERO PRODUCE MARKET INC,,5535 YORK BLVD,LOS ANGELES,90042-2403,5535 YORK 90042-2403,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,11/08/2006,,"(34.1196, -118.1977)"
0003025689-0001-1,ABDUL QUODUS,NORWOOD MARKET,5070   HOLLYWOOD BLVD,LOS ANGELES,90027-6110,5070 HOLLYWOOD 90027-6110,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,01/10/2018,,"(34.1015, -118.3003)"
0000803951-0002-9,BLANCA PEREZ,RINCON HONDURENO,1455 W 35TH STREET,LOS ANGELES,90018-3930,1455 35TH 90018-3930,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,02/07/2016,,"(34.0249, -118.3019)"
0002543597-0002-6,LA MAYORDOMIA INC,LA MAYORDOMIA,5892 S BROADWAY,LOS ANGELES,90003-1163,5892 BROADWAY 90003-1163,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,06/11/2012,,"(33.9871, -118.2779)"
0000101543-0018-5,MOTHERS NUTRITIONAL CENTER INC,MOTHER'S NUTRITIONAL CENTER,10223 S CENTRAL AVENUE,LOS ANGELES,90002-3320,10223 CENTRAL 90002-3320,13635 FREEWAY DRIVE,SANTA FE SPRINGS,90670-5622,445100,Grocery stores (including supermarkets & convenience stores without gas),8,06/01/2014,,"(33.9439, -118.2541)"
0002168100-0001-8,ESTEBAN HERNANDEZ / ROSANA GOMEZ,,4171 S CENTRAL AVENUE,LOS ANGELES,90011-3153,4171 CENTRAL 90011-3153,1042 E 49TH PLACE,LOS ANGELES,90011-4106,445100,Grocery stores (including supermarkets & convenience stores without gas),9,05/13/2005,,"(34.0081, -118.2565)"
0002908492-0001-0,BRAVO FOODS USA INC.,,911 S ALVARADO STREET,LOS ANGELES,90006-3007,911 ALVARADO 90006-3007,911 S ALVARADO STREET,LOS ANGELES,90006-3007,445100,Grocery stores (including supermarkets & convenience stores without gas),1,04/14/2014,,"(34.053, -118.2791)"
0000132392-0001-4,DAVID RIVAS / BLANCA CHINCHILLA,ODY MARKET,6026 S SAN PEDRO STREET,LOS ANGELES,90003-1336,6026 SAN PEDRO 90003-1336,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),9,07/29/2002,,"(33.9849, -118.2695)"
0000316383-0001-2,JAHANGER/SAEED NOVEL,STOP MARKET,958 GAYLEY AVENUE,LOS ANGELES,90024-2806,958 GAYLEY 90024-2806,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),5,07/01/1996,,"(34.0628, -118.4483)"
0002565637-0002-0,JOHN PIERRE MALATY,LA FAMILY MARKET,3600 W PICO BLVD,LOS ANGELES,90019-3425,3600 PICO 90019-3425,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,06/16/2011,,"(34.0472, -118.32)"
0000246275-0001-3,SOO CHUL RAH/CHONGHI YI,PICO GARDEN MARKET,557 S CLARENCE STREET,LOS ANGELES,90033-4225,557 CLARENCE 90033-4225,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,04/01/1995,,"(34.0392, -118.2231)"
0000167879-0001-5,KRISHNA KAUR,PICKFORD MARKET,4566 PICKFORD STREET,LOS ANGELES,90019-5817,4566 PICKFORD 90019-5817,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),10,05/08/2000,,"(34.0403, -118.339)"
0002328168-0001-1,JUNG SUN LEE,T & J MARKET,1437 W 11TH STREET,LOS ANGELES,90015-1227,1437 11TH 90015-1227,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,03/22/2008,,"(34.0472, -118.274)"
0003124613-0001-6,ONE STOP HALAL INC.,,1020 E 7TH STREET,LOS ANGELES,90021-1502,1020 7TH 90021,1020 E 7TH STREET,LOS ANGELES,90021-1502,445100,Grocery stores (including supermarkets & convenience stores without gas),14,06/01/2019,,"(34.0381, -118.2435)"
0000441764-0001-1,"VILLALOBOS MARKET, INC.",VILLALOBOS MARKET,5244 SANTA MONICA BLVD,LOS ANGELES,90029-1210,5244 SANTA MONICA 90029-1210,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,12/01/1996,,"(34.0907, -118.3047)"
0002425353-0001-5,KUMAR AND ASSOCIATES INC,7-ELEVEN STORE 26188G,1874 S WESTERN AVENUE,LOS ANGELES,90006-5800,1874 WESTERN 90006-5800,POST OFFICE BOX #219088,DALLAS,75221-9088,445100,Grocery stores (including supermarkets & convenience stores without gas),10,04/01/2009,,"(34.0404, -118.3089)"
0000782555-0001-4,HARRY KEIM KWOK,SUNNYS MARKET,1033 ALPINE STREET,LOS ANGELES,90012-1233,1033 ALPINE 90012-1220,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,03/22/1990,,"(34.0654, -118.2471)"
0003070980-0001-0,RIDABIU LLC,THE VILLAGE MART & DELI,2200 N SOTO STREET,LOS ANGELES,90032-3630,2200 SOTO 90032-3630,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),14,08/20/2018,,"(34.0693, -118.1948)"
0003252269-0001-9,CELIA IRMA SANCHEZ,LA OAXAQUENA MY MARKET,5642   SANTA MONICA BLVD,LOS ANGELES,90038-2904,5642 SANTA MONICA 90038,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),13,07/01/2020,,"(34.0904, -118.3129)"
0002470259-0001-0,EL PUEBLO PRODUCE MARKET INC,EL PUEBLO PRODUCE MARKET,4706 S WESTERN AVENUE,LOS ANGELES,90062-2320,4706 WESTERN 90062-2320,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),8,11/09/2009,,"(34.0009, -118.3089)"
0002763705-0001-6,PATRICIA VEGA SOLIS,UN DOLLAR Y NOVEDADES LA PATITA,1814 W 8TH STREET,LOS ANGELES,90057-4202,1814 8TH 90057-4202,,,,445100,Grocery stores (including supermarkets & convenience stores without gas),1,09/01/2013,,"(34.0535, -118.2748)"
0002949234-0001-3,HARASTA GROUP INC,,10691 W PICO BLVD,LOS ANGELES,90064-2221,10691 PICO 90064-2221,3545   TILDEN AVENUE,LOS ANGELES,90034-6108,445100,Grocery stores (including supermarkets & convenience stores without gas),5,01/01/2017,,"(34.0423, -118.4247)"
